biglabel,biglabel_link,id,name,market_name,price,exterior_wear,quality,rarity,type,weapon_type
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871630,布章 | 大王乌贼,Patch | Giant Squid,32.02,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,836422,布章 | 金·黄金新星,Patch | Metal Gold Nova,11.82,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,835448,布章 | 金·传奇之鹰 ー 大师级,Patch | Metal Legendary Eagle Master,14.8,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876163,布章 | Renegades | 2021年斯德哥尔摩锦标赛,Patch | Renegades | Stockholm 2021,12.29,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,875985,布章 | G2 Esports | 2021年斯德哥尔摩锦标赛,Patch | G2 Esports | Stockholm 2021,26.23,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,835790,布章 | 金·黄金新星 ー 大师级,Patch | Metal Gold Nova Master,7.32,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876054,布章 | Ninjas in Pyjamas | 2021年斯德哥尔摩锦标赛,Patch | Ninjas in Pyjamas | Stockholm 2021,8.93,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876103,布章 | Gambit Gaming | 2021年斯德哥尔摩锦标赛,Patch | Gambit Gaming | Stockholm 2021,9.49,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876093,布章 | PGL | 2021年斯德哥尔摩锦标赛,Patch | PGL | Stockholm 2021,5.79,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779122,布章 | 生命值,Patch | Health,125,,普通,奇异,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779124,布章 | 联合军头盔,Patch | Combine Helmet,3.16,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779038,布章 | 爱莉克斯,Patch | Alyx,24,,普通,奇异,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876181,布章 | Copenhagen Flames （金色） | 2021年斯德哥尔摩锦标赛,Patch | Copenhagen Flames (Gold) | Stockholm 2021,73,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871774,布章 | 落日余波,Patch | Sunset Wave,230.47,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779121,布章 | λ,Patch | Lambda,18.79,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779116,布章 | 黑山基地,Patch | Black Mesa,13,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,836428,布章 | 金·全球精英 ★,Patch | Metal The Global Elite ★,125.99,,普通,奇异,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779121,布章 | λ,Patch | Lambda,18.88,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779116,布章 | 黑山基地,Patch | Black Mesa,12.5,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,836428,布章 | 金·全球精英 ★,Patch | Metal The Global Elite ★,125.99,,普通,奇异,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876130,布章 | MOUZ | 2021年斯德哥尔摩锦标赛,Patch | MOUZ | Stockholm 2021,47.83,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871849,布章 | 水中攻势,Patch | Aquatic Offensive,688,,普通,奇异,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779120,布章 | 猎头蟹符文,Patch | Headcrab Glyph,2.99,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779108,布章 | 铜质 λ,Patch | Copper Lambda,34.9,,普通,奇异,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876157,布章 | Heroic （金色） | 2021年斯德哥尔摩锦标赛,Patch | Heroic (Gold) | Stockholm 2021,70,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,875991,布章 | Ninjas in Pyjamas （金色） | 2021年斯德哥尔摩锦标赛,Patch | Ninjas in Pyjamas (Gold) | Stockholm 2021,57,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871698,布章 | 海盗,Patch | El Pirata,31.89,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,778639,布章 | 柠檬汁,Patch | Easy Peasy,6,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876182,布章 | Team Spirit （金色） | 2021年斯德哥尔摩锦标赛,Patch | Team Spirit (Gold) | Stockholm 2021,135,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871817,布章 | 干饭时间,Patch | Meal Time,179,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876122,布章 | Sharks Esports （金色） | 2021年斯德哥尔摩锦标赛,Patch | Sharks Esports (Gold) | Stockholm 2021,69.93,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,835532,布章 | 金·大师级守护者 ー 精英,Patch | Metal Master Guardian Elite,7.79,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876169,布章 | PGL （金色） | 2021年斯德哥尔摩锦标赛,Patch | PGL (Gold) | Stockholm 2021,23.99,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,835544,布章 | 金·黄金新星 ー I,Patch | Metal Gold Nova I,8,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779111,布章 | 养料！,Patch | Sustenance!,13.93,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871845,布章 | 死无对证,Patch | Dead Men,673.4,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876151,布章 | paiN Gaming | 2021年斯德哥尔摩锦标赛,Patch | paiN Gaming | Stockholm 2021,11.49,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871781,布章 | 危自身下,Patch | Death From Below,171.85,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876192,布章 | paiN Gaming （金色） | 2021年斯德哥尔摩锦标赛,Patch | paiN Gaming (Gold) | Stockholm 2021,76.39,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876156,布章 | BIG | 2021年斯德哥尔摩锦标赛,Patch | BIG | Stockholm 2021,24,,普通,高级,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876193,布章 | ENCE （金色） | 2021年斯德哥尔摩锦标赛,Patch | ENCE (Gold) | Stockholm 2021,80,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871873,布章 | 刺刀青蛙,Patch | Bayonet Frog,3279.9,,普通,奇异,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876117,布章 | BIG （金色） | 2021年斯德哥尔摩锦标赛,Patch | BIG (Gold) | Stockholm 2021,155,,普通,卓越,布章,
Others,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=other&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,876167,布章 | Vitality （金色） | 2021年斯德哥尔摩锦标赛,Patch | Vitality (Gold) | Stockholm 2021,54,,普通,卓越,布章,
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,37726,M4A1 消音型（纪念品） | 多变迷彩 (略有磨损),Souvenir M4A1-S | VariCamo (Minimal Wear),161.79,略有磨损,纪念品,军规级,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34041,AUG | 弹跳线条 (略有磨损),AUG | Ricochet (Minimal Wear),1.78,略有磨损,普通,军规级,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,36410,SCAR-20 | 丛林爆发 (略有磨损),SCAR-20 | Outbreak (Minimal Wear),1.26,略有磨损,普通,军规级,步枪,SCAR-20
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,763319,SG 553 | 危险距离 (崭新出厂),SG 553 | Danger Close (Factory New),1.44,崭新出厂,普通,军规级,步枪,SG 553
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34917,加利尔 AR | 经济 (破损不堪),Galil AR | Eco (Well-Worn),17,破损不堪,普通,保密,步枪,加利尔 AR
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,921463,M4A1 消音型 | 隐伏帝王龙 (战痕累累),M4A1-S | Emphorosaur-S (Battle-Scarred),2.3,战痕累累,普通,受限,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,35261,M4A4 | 喧嚣杀戮 (崭新出厂),M4A4 | Buzz Kill (Factory New),171.49,崭新出厂,普通,隐秘,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,857578,SG 553 | 重金属摇滚 (略有磨损),SG 553 | Heavy Metal (Minimal Wear),1.37,略有磨损,普通,军规级,步枪,SG 553
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,37666,加利尔 AR（纪念品） | 地狱看门犬 (略有磨损),Souvenir Galil AR | Cerberus (Minimal Wear),611.5,略有磨损,纪念品,受限,步枪,加利尔 AR
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,781666,AK-47 | 阿努比斯军团 (久经沙场),AK-47 | Legion of Anubis (Field-Tested),31.9,久经沙场,普通,隐秘,步枪,AK-47
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,763272,M4A4（StatTrak?） | 镁元素 (久经沙场),StatTrak? M4A4 | Magnesium (Field-Tested),5.39,久经沙场,StatTrak?,军规级,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,769583,M4A4 | 皇帝 (略有磨损),M4A4 | The Emperor (Minimal Wear),236.5,略有磨损,普通,隐秘,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,45261,M4A4 | 黑色魅影 (崭新出厂),M4A4 | Neo-Noir (Factory New),196.5,崭新出厂,普通,隐秘,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,35239,M4A1 消音型 | 机械工业 (久经沙场),M4A1-S | Mecha Industries (Field-Tested),172.5,久经沙场,普通,隐秘,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,33937,AK-47 | 霓虹革命 (略有磨损),AK-47 | Neon Revolution (Minimal Wear),233,略有磨损,普通,隐秘,步枪,AK-47
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,956633,M4A1 消音型（StatTrak?） | 黑莲花 (久经沙场),StatTrak? M4A1-S | Black Lotus (Field-Tested),157.93,久经沙场,StatTrak?,保密,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,835391,AUG | 搜索 (略有磨损),AUG | Surveillance (Minimal Wear),6,略有磨损,普通,消费级,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34641,法玛斯 | 灯神 (久经沙场),FAMAS | Djinn (Field-Tested),13.17,久经沙场,普通,保密,步枪,法玛斯
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,35288,M4A4 | 杀意大名 (破损不堪),M4A4 | Evil Daimyo (Well-Worn),10.5,破损不堪,普通,受限,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,39476,SCAR-20（StatTrak?） | 蓝洞 (略有磨损),StatTrak? SCAR-20 | Grotto (Minimal Wear),5.79,略有磨损,StatTrak?,军规级,步枪,SCAR-20
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,773652,法玛斯（StatTrak?） | 退役 (略有磨损),StatTrak? FAMAS | Decommissioned (Minimal Wear),2.61,略有磨损,StatTrak?,军规级,步枪,法玛斯
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,39571,SSG 08（StatTrak?） | 裂痕 (破损不堪),StatTrak? SSG 08 | Slashed (Well-Worn),12.2,破损不堪,StatTrak?,军规级,步枪,SSG 08
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,39451,SCAR-20（StatTrak?） | 蓝图 (略有磨损),StatTrak? SCAR-20 | Blueprint (Minimal Wear),3.65,略有磨损,StatTrak?,军规级,步枪,SCAR-20
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,33990,AUG | 贵族 (战痕累累),AUG | Aristocrat (Battle-Scarred),2.71,战痕累累,普通,受限,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,45261,M4A4 | 黑色魅影 (崭新出厂),M4A4 | Neo-Noir (Factory New),196,崭新出厂,普通,隐秘,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,38276,AUG（StatTrak?） | 三角战术 (略有磨损),StatTrak? AUG | Triqua (Minimal Wear),2.24,略有磨损,StatTrak?,军规级,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,835707,加利尔 AR | 凤凰冥灯 (久经沙场),Galil AR | Phoenix Blacklight (Field-Tested),265.9,久经沙场,普通,受限,步枪,加利尔 AR
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34112,AWP | 火卫一 (崭新出厂),AWP | Phobos (Factory New),11.03,崭新出厂,普通,受限,步枪,AWP
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,779194,AK-47 | 幻影破坏者 (略有磨损),AK-47 | Phantom Disruptor (Minimal Wear),31.8,略有磨损,普通,保密,步枪,AK-47
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,781647,SG 553（StatTrak?） | 锈蚀之刃 (崭新出厂),StatTrak? SG 553 | Ol' Rusty (Factory New),3.68,崭新出厂,StatTrak?,军规级,步枪,SG 553
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,779233,M4A1 消音型 | 二号玩家 (略有磨损),M4A1-S | Player Two (Minimal Wear),367.5,略有磨损,普通,隐秘,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,38618,G3SG1（StatTrak?） | 猎人 (崭新出厂),StatTrak? G3SG1 | Hunter (Factory New),7.12,崭新出厂,StatTrak?,军规级,步枪,G3SG1
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,38538,法玛斯（StatTrak?） | 幸存者 Z (崭新出厂),StatTrak? FAMAS | Survivor Z (Factory New),10.12,崭新出厂,StatTrak?,军规级,步枪,法玛斯
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,876847,SG 553（纪念品） | 沙漠之花 (崭新出厂),Souvenir SG 553 | Desert Blossom (Factory New),5.48,崭新出厂,纪念品,军规级,步枪,SG 553
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,37726,M4A1 消音型（纪念品） | 多变迷彩 (略有磨损),Souvenir M4A1-S | VariCamo (Minimal Wear),161.79,略有磨损,纪念品,军规级,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34041,AUG | 弹跳线条 (略有磨损),AUG | Ricochet (Minimal Wear),1.78,略有磨损,普通,军规级,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,835807,加利尔 AR（StatTrak?） | 破坏者 (久经沙场),StatTrak? Galil AR | Vandal (Field-Tested),3.5,久经沙场,StatTrak?,军规级,步枪,加利尔 AR
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,763350,M4A4（StatTrak?） | 镁元素 (战痕累累),StatTrak? M4A4 | Magnesium (Battle-Scarred),2.95,战痕累累,StatTrak?,军规级,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,38626,G3SG1（StatTrak?） | 橙光冲击 (崭新出厂),StatTrak? G3SG1 | Orange Crash (Factory New),5.94,崭新出厂,StatTrak?,军规级,步枪,G3SG1
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34896,加利尔 AR | 黑砂 (崭新出厂),Galil AR | Black Sand (Factory New),2.95,崭新出厂,普通,军规级,步枪,加利尔 AR
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,887064,M4A1 消音型（StatTrak?） | 夜无眠 (破损不堪),StatTrak? M4A1-S | Night Terror (Well-Worn),18,破损不堪,StatTrak?,受限,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,871481,法玛斯 | ZX81 彩色 (破损不堪),FAMAS | ZX Spectron (Well-Worn),5.93,破损不堪,普通,受限,步枪,法玛斯
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,39496,SG 553（StatTrak?） | 轻空 (略有磨损),StatTrak? SG 553 | Aerial (Minimal Wear),3.07,略有磨损,StatTrak?,军规级,步枪,SG 553
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34880,G3SG1 | 行刑者 (破损不堪),G3SG1 | The Executioner (Well-Worn),6.98,破损不堪,普通,保密,步枪,G3SG1
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,779260,AUG（StatTrak?） | 汤姆猫 (崭新出厂),StatTrak? AUG | Tom Cat (Factory New),6.34,崭新出厂,StatTrak?,军规级,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,38540,法玛斯（StatTrak?） | 幸存者 Z (略有磨损),StatTrak? FAMAS | Survivor Z (Minimal Wear),6.47,略有磨损,StatTrak?,军规级,步枪,法玛斯
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,35288,M4A4 | 杀意大名 (破损不堪),M4A4 | Evil Daimyo (Well-Worn),10.5,破损不堪,普通,受限,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,39476,SCAR-20（StatTrak?） | 蓝洞 (略有磨损),StatTrak? SCAR-20 | Grotto (Minimal Wear),5.79,略有磨损,StatTrak?,军规级,步枪,SCAR-20
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,773652,法玛斯（StatTrak?） | 退役 (略有磨损),StatTrak? FAMAS | Decommissioned (Minimal Wear),2.61,略有磨损,StatTrak?,军规级,步枪,法玛斯
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,39571,SSG 08（StatTrak?） | 裂痕 (破损不堪),StatTrak? SSG 08 | Slashed (Well-Worn),12.2,破损不堪,StatTrak?,军规级,步枪,SSG 08
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,39451,SCAR-20（StatTrak?） | 蓝图 (略有磨损),StatTrak? SCAR-20 | Blueprint (Minimal Wear),3.65,略有磨损,StatTrak?,军规级,步枪,SCAR-20
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,33990,AUG | 贵族 (战痕累累),AUG | Aristocrat (Battle-Scarred),2.71,战痕累累,普通,受限,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,45261,M4A4 | 黑色魅影 (崭新出厂),M4A4 | Neo-Noir (Factory New),196,崭新出厂,普通,隐秘,步枪,M4A4
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,38276,AUG（StatTrak?） | 三角战术 (略有磨损),StatTrak? AUG | Triqua (Minimal Wear),2.24,略有磨损,StatTrak?,军规级,步枪,AUG
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,835707,加利尔 AR | 凤凰冥灯 (久经沙场),Galil AR | Phoenix Blacklight (Field-Tested),265.9,久经沙场,普通,受限,步枪,加利尔 AR
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,34112,AWP | 火卫一 (崭新出厂),AWP | Phobos (Factory New),11.03,崭新出厂,普通,受限,步枪,AWP
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,835624,M4A1 消音型 | 印花集 (久经沙场),M4A1-S | Printstream (Field-Tested),1042.5,久经沙场,普通,隐秘,步枪,M4A1 消音版
Rifles,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=rifle&use_suggestion=0&trigger=undefined_trigger&_=1717722161037,763272,M4A4（StatTrak?） | 镁元素 (久经沙场),StatTrak? M4A4 | Magnesium (Field-Tested),5.38,久经沙场,StatTrak?,军规级,步枪,M4A4
