biglabel,id,name,market_name,price,exterior_wear,quality,rarity,type,weapon_type
Knives,43021,噩梦之夜,★ Karambit | Night (Minimal Wear),5130,4,8,5,10,爪子刀
Knives,43509,北方森林,★ StatTrak? Flip Knife | Boreal Forest (Battle-Scarred),999.98,1,10,5,10,折叠刀
Knives,43960,澄澈之水,★ Karambit | Bright Water (Battle-Scarred),3988,1,8,5,10,爪子刀
Knives,776903,屠夫,★ Paracord Knife | Slaughter (Minimal Wear),1754.99,4,8,5,10,系绳匕首
Knives,776903,屠夫,★ Paracord Knife | Slaughter (Minimal Wear),1754.99,4,8,5,10,系绳匕首
Knives,956707,枯焦之色,★ Kukri Knife | Scorched (Well-Worn),1375,2,8,5,10,weapon_knife_kukri
Knives,775738,表面淬火,★ Paracord Knife | Case Hardened (Minimal Wear),1434.5,4,8,5,10,系绳匕首
Knives,43420,噩梦之夜,★ StatTrak? Butterfly Knife | Night (Battle-Scarred),4498.5,1,10,5,10,蝴蝶刀
Knives,42581,屠夫,★ Butterfly Knife | Slaughter (Minimal Wear),10300,4,8,5,10,蝴蝶刀
Knives,43768,致命紫罗兰,★ StatTrak? Karambit | Ultraviolet (Field-Tested),4340,3,10,5,10,爪子刀
Knives,42576,枯焦之色,★ Butterfly Knife | Scorched (Field-Tested),4214.5,3,8,5,10,蝴蝶刀
Knives,42919,渐变之色,★ Huntsman Knife | Fade (Factory New),3030,5,8,5,10,猎杀者匕首
Knives,42363,蓝钢,★ Bayonet | Blue Steel (Minimal Wear),2579,4,8,5,10,刺刀
Knives,33812,渐变之色,★ M9 Bayonet | Fade (Factory New),13090,5,8,5,10,M9 刺刀
Knives,43186,多普勒,★ Shadow Daggers | Doppler (Factory New),1331.99,5,8,5,10,暗影双匕
Knives,42872,都市伪装,★ Gut Knife | Urban Masked (Minimal Wear),608,4,8,5,10,穿肠刀
Knives,760335,表面淬火,★ Talon Knife | Case Hardened (Minimal Wear),3989,4,8,5,10,锯齿爪刀
Knives,759454,深红之网,★ Stiletto Knife | Crimson Web (Field-Tested),2330.5,3,8,5,10,短剑
Knives,42810,深红之网,★ Gut Knife | Crimson Web (Field-Tested),691,3,8,5,10,穿肠刀
Knives,42741,渐变大理石,★ Flip Knife | Marble Fade (Factory New),2985,5,8,5,10,折叠刀
Knives,42742,渐变大理石,★ Flip Knife | Marble Fade (Minimal Wear),3423.5,4,8,5,10,折叠刀
Knives,43166,蓝钢,★ Shadow Daggers | Blue Steel (Minimal Wear),698,4,8,5,10,暗影双匕
Knives,43428,枯焦之色,★ StatTrak? Butterfly Knife | Scorched (Minimal Wear),4550,4,10,5,10,蝴蝶刀
Knives,777126,都市伪装,★ StatTrak? Nomad Knife | Urban Masked (Battle-Scarred),956,1,10,5,10,流浪者匕首
Knives,43428,枯焦之色,★ StatTrak? Butterfly Knife | Scorched (Minimal Wear),4550,4,10,5,10,蝴蝶刀
Knives,777126,都市伪装,★ StatTrak? Nomad Knife | Urban Masked (Battle-Scarred),956,1,10,5,10,流浪者匕首
Knives,776956,北方森林,★ Survival Knife | Boreal Forest (Minimal Wear),615,4,8,5,10,求生匕首
Knives,871943,传说,★ Falchion Knife | Lore (Battle-Scarred),889,1,8,5,10,弯刀
Knives,42561,森林DDPAT,★ Butterfly Knife | Forest DDPAT (Minimal Wear),4489.5,4,8,5,10,蝴蝶刀
Knives,777164,深红之网,★ StatTrak? Nomad Knife | Crimson Web (Field-Tested),2430,3,10,5,10,流浪者匕首
Knives,759530,屠夫,★ Ursus Knife | Slaughter (Minimal Wear),2059.99,4,8,5,10,熊刀
Knives,42972,蓝钢,★ Karambit | Blue Steel (Field-Tested),6111,3,8,5,10,爪子刀
Knives,42832,伽玛多普勒,★ Gut Knife | Gamma Doppler (Factory New),1664,5,8,5,10,穿肠刀
Knives,42596,都市伪装,★ Butterfly Knife | Urban Masked (Well-Worn),4088,2,8,5,10,蝴蝶刀
Knives,42687,自动化,★ Flip Knife | Autotronic (Well-Worn),1750,2,8,5,10,折叠刀
Knives,776671,系绳匕首（★）,★ Paracord Knife,1150,0,8,5,10,系绳匕首
Knives,42548,深红之网,★ Butterfly Knife | Crimson Web (Minimal Wear),11338,4,8,5,10,蝴蝶刀
Knives,43030,枯焦之色,★ Karambit | Scorched (Field-Tested),3510,3,8,5,10,爪子刀
Knives,777039,表面淬火,★ Skeleton Knife | Case Hardened (Battle-Scarred),2645.96,1,8,5,10,骷髅匕首
Knives,776884,枯焦之色,★ Nomad Knife | Scorched (Well-Worn),974,2,8,5,10,流浪者匕首
Knives,43125,枯焦之色,★ M9 Bayonet | Scorched (Field-Tested),2999,3,8,5,10,M9 刺刀
Knives,871836,自动化,★ Falchion Knife | Autotronic (Field-Tested),1127.99,3,8,5,10,弯刀
Knives,775988,骷髅匕首（★）,★ Skeleton Knife,5128.9,0,8,5,10,骷髅匕首
Knives,773831,深红之网,★ Classic Knife | Crimson Web (Battle-Scarred),1697.5,1,8,5,10,海豹短刀
Knives,775988,骷髅匕首（★）,★ Skeleton Knife,5128.9,0,8,5,10,骷髅匕首
Knives,773831,深红之网,★ Classic Knife | Crimson Web (Battle-Scarred),1697.5,1,8,5,10,海豹短刀
Knives,773822,夜色,★ Classic Knife | Night Stripe (Well-Worn),1302,2,8,5,10,海豹短刀
Knives,759439,蓝钢,★ Navaja Knife | Blue Steel (Field-Tested),594.98,3,8,5,10,折刀
Knives,43061,黑色层压板,★ M9 Bayonet | Black Laminate (Minimal Wear),5685,4,8,5,10,M9 刺刀
Knives,42585,人工染色,★ Butterfly Knife | Stained (Minimal Wear),6020,4,8,5,10,蝴蝶刀
Knives,42685,自动化,★ Flip Knife | Autotronic (Field-Tested),1849,3,8,5,10,折叠刀
Knives,776853,屠夫,★ StatTrak? Nomad Knife | Slaughter (Factory New),3690,5,10,5,10,流浪者匕首
Knives,759901,夜色,★ StatTrak? Stiletto Knife | Night Stripe (Field-Tested),1400,3,10,5,10,短剑
Knives,759407,人工染色,★ Ursus Knife | Stained (Battle-Scarred),849.5,1,8,5,10,熊刀
Knives,42781,自动化,★ Gut Knife | Autotronic (Factory New),1875,5,8,5,10,穿肠刀
Knives,42501,外表生锈,★ Bowie Knife | Rust Coat (Battle-Scarred),639,1,8,5,10,鲍伊猎刀
Knives,769557,渐变大理石,★ StatTrak? Talon Knife | Marble Fade (Factory New),5957,5,10,5,10,锯齿爪刀
Knives,42974,蓝钢,★ Karambit | Blue Steel (Well-Worn),5740,2,8,5,10,爪子刀
Knives,871880,自动化,★ Huntsman Knife | Autotronic (Field-Tested),1399,3,8,5,10,猎杀者匕首
Knives,773804,都市伪装,★ StatTrak? Classic Knife | Urban Masked (Well-Worn),940,2,10,5,10,海豹短刀
Knives,872031,自由之手,★ Shadow Daggers | Freehand (Well-Worn),600,2,8,5,10,暗影双匕
Knives,42566,噩梦之夜,★ Butterfly Knife | Night (Field-Tested),5178,3,8,5,10,蝴蝶刀
Knives,42979,北方森林,★ Karambit | Boreal Forest (Well-Worn),3319.5,2,8,5,10,爪子刀
Knives,871940,自由之手,★ Falchion Knife | Freehand (Factory New),1094.5,5,8,5,10,弯刀
Knives,42566,噩梦之夜,★ Butterfly Knife | Night (Field-Tested),5178,3,8,5,10,蝴蝶刀
Knives,42979,北方森林,★ Karambit | Boreal Forest (Well-Worn),3319.5,2,8,5,10,爪子刀
Knives,871940,自由之手,★ Falchion Knife | Freehand (Factory New),1094.5,5,8,5,10,弯刀
Knives,769477,多普勒,★ Navaja Knife | Doppler (Factory New),1204.5,5,8,5,10,折刀
Knives,776829,夜色,★ Paracord Knife | Night Stripe (Field-Tested),660,3,8,5,10,系绳匕首
Knives,42555,多普勒,★ Butterfly Knife | Doppler (Factory New),16550,5,8,5,10,蝴蝶刀
Knives,42636,多普勒,★ Falchion Knife | Doppler (Factory New),2599,5,8,5,10,弯刀
Knives,872055,自由之手,★ Butterfly Knife | Freehand (Well-Worn),5440,2,8,5,10,蝴蝶刀
Knives,759463,森林DDPAT,★ Ursus Knife | Forest DDPAT (Minimal Wear),780,4,8,5,10,熊刀
Knives,42638,渐变之色,★ Falchion Knife | Fade (Factory New),2500,5,8,5,10,弯刀
Knives,871767,黑色层压板,★ Huntsman Knife | Black Laminate (Well-Worn),885,2,8,5,10,猎杀者匕首
Knives,777106,森林DDPAT,★ Skeleton Knife | Forest DDPAT (Well-Worn),1519.99,2,8,5,10,骷髅匕首
Knives,769993,大马士革钢,★ StatTrak? Stiletto Knife | Damascus Steel (Field-Tested),1908.5,3,10,5,10,短剑
Knives,42426,屠夫,★ Bayonet | Slaughter (Factory New),4000,5,8,5,10,刺刀
Knives,776846,屠夫,★ Paracord Knife | Slaughter (Factory New),1934.5,5,8,5,10,系绳匕首
Knives,956667,蓝钢,★ Kukri Knife | Blue Steel (Battle-Scarred),2350,1,8,5,10,weapon_knife_kukri
Knives,43423,外表生锈,★ StatTrak? Butterfly Knife | Rust Coat (Battle-Scarred),4959,1,10,5,10,蝴蝶刀
Knives,776973,夜色,★ Survival Knife | Night Stripe (Well-Worn),627,2,8,5,10,求生匕首
Knives,759505,折刀（★StatTrak?）,★ StatTrak? Navaja Knife,723.5,0,10,5,10,折刀
Knives,777159,狩猎网格,★ Paracord Knife | Safari Mesh (Well-Worn),550,2,8,5,10,系绳匕首
Knives,776973,夜色,★ Survival Knife | Night Stripe (Well-Worn),627,2,8,5,10,求生匕首
Knives,759505,折刀（★StatTrak?）,★ StatTrak? Navaja Knife,723.5,0,10,5,10,折刀
Knives,777159,狩猎网格,★ Paracord Knife | Safari Mesh (Well-Worn),550,2,8,5,10,系绳匕首
Knives,956590,表面淬火,★ Kukri Knife | Case Hardened (Minimal Wear),3180,4,8,5,10,weapon_knife_kukri
Knives,776840,都市伪装,★ Nomad Knife | Urban Masked (Well-Worn),988,2,8,5,10,流浪者匕首
Knives,42726,森林DDPAT,★ Flip Knife | Forest DDPAT (Field-Tested),938,3,8,5,10,折叠刀
Knives,42415,外表生锈,★ Bayonet | Rust Coat (Battle-Scarred),1579,1,8,5,10,刺刀
Knives,759517,深红之网,★ Talon Knife | Crimson Web (Minimal Wear),4558.3,4,8,5,10,锯齿爪刀
Knives,42686,自动化,★ Flip Knife | Autotronic (Minimal Wear),2298,4,8,5,10,折叠刀
Knives,776810,表面淬火,★ StatTrak? Skeleton Knife | Case Hardened (Field-Tested),3476.5,3,10,5,10,骷髅匕首
Knives,776144,表面淬火,★ StatTrak? Skeleton Knife | Case Hardened (Minimal Wear),4298,4,10,5,10,骷髅匕首
Knives,872125,传说,★ Butterfly Knife | Lore (Factory New),31588,5,8,5,10,蝴蝶刀
Knives,43038,人工染色,★ Karambit | Stained (Field-Tested),4788,3,8,5,10,爪子刀
Knives,43007,自由之手,★ Karambit | Freehand (Factory New),5339,5,8,5,10,爪子刀
Knives,42651,外表生锈,★ Falchion Knife | Rust Coat (Well-Worn),707.5,2,8,5,10,弯刀
Knives,776930,人工染色,★ Nomad Knife | Stained (Field-Tested),1860,3,8,5,10,流浪者匕首
Knives,872063,自动化,★ Huntsman Knife | Autotronic (Well-Worn),1370,2,8,5,10,猎杀者匕首
Knives,759639,熊刀（★StatTrak?）,★ StatTrak? Ursus Knife,1500,0,10,5,10,熊刀
Knives,776943,枯焦之色,★ Nomad Knife | Scorched (Battle-Scarred),922.5,1,8,5,10,流浪者匕首
Knives,872042,自动化,★ Shadow Daggers | Autotronic (Battle-Scarred),593,1,8,5,10,暗影双匕
Knives,872042,自动化,★ Shadow Daggers | Autotronic (Battle-Scarred),593,1,8,5,10,暗影双匕
Knives,761516,森林DDPAT,★ StatTrak? Stiletto Knife | Forest DDPAT (Battle-Scarred),1198.5,1,10,5,10,短剑
Knives,776692,系绳匕首（★StatTrak?）,★ StatTrak? Paracord Knife,1186.98,0,10,5,10,系绳匕首
Knives,43097,森林DDPAT,★ M9 Bayonet | Forest DDPAT (Minimal Wear),3225,4,8,5,10,M9 刺刀
Knives,42552,大马士革钢,★ Butterfly Knife | Damascus Steel (Field-Tested),6658.5,3,8,5,10,蝴蝶刀
Knives,773873,蓝钢,★ StatTrak? Classic Knife | Blue Steel (Minimal Wear),1504.9,4,10,5,10,海豹短刀
Knives,761047,表面淬火,★ StatTrak? Stiletto Knife | Case Hardened (Well-Worn),2188,2,10,5,10,短剑
Knives,769925,大马士革钢,★ Talon Knife | Damascus Steel (Battle-Scarred),2642.9,1,8,5,10,锯齿爪刀
Knives,43841,致命紫罗兰,★ StatTrak? M9 Bayonet | Ultraviolet (Field-Tested),3320,3,10,5,10,M9 刺刀
Knives,42424,枯焦之色,★ Bayonet | Scorched (Minimal Wear),1615.7,4,8,5,10,刺刀
Knives,42708,表面淬火,★ Flip Knife | Case Hardened (Field-Tested),1625.88,3,8,5,10,折叠刀
Knives,42590,致命紫罗兰,★ Butterfly Knife | Ultraviolet (Field-Tested),5627.5,3,8,5,10,蝴蝶刀
Knives,777072,蓝钢,★ StatTrak? Nomad Knife | Blue Steel (Field-Tested),2112,3,10,5,10,流浪者匕首
Knives,773815,表面淬火,★ Classic Knife | Case Hardened (Field-Tested),1609.49,3,8,5,10,海豹短刀
Knives,956687,狩猎网格,★ Kukri Knife | Safari Mesh (Field-Tested),1313.6,3,8,5,10,廓尔喀刀
Knives,776926,森林DDPAT,★ StatTrak? Nomad Knife | Forest DDPAT (Field-Tested),905.5,3,10,5,10,流浪者匕首
Knives,773806,夜色,★ Classic Knife | Night Stripe (Minimal Wear),1039.9,4,8,5,10,海豹短刀
Knives,42711,深红之网,★ Flip Knife | Crimson Web (Battle-Scarred),1457.9,1,8,5,10,折叠刀
Knives,871920,自动化,★ Bowie Knife | Autotronic (Factory New),1839.99,5,8,5,10,鲍伊猎刀
Knives,776939,狩猎网格,★ Skeleton Knife | Safari Mesh (Well-Worn),1537.8,2,8,5,10,骷髅匕首
Knives,871920,自动化,★ Bowie Knife | Autotronic (Factory New),1839.99,5,8,5,10,鲍伊猎刀
Knives,776939,狩猎网格,★ Skeleton Knife | Safari Mesh (Well-Worn),1537.8,2,8,5,10,骷髅匕首
Knives,43609,渐变之色,★ StatTrak? Gut Knife | Fade (Factory New),1673,5,10,5,10,穿肠刀
Knives,42657,枯焦之色,★ Falchion Knife | Scorched (Battle-Scarred),640,1,8,5,10,弯刀
Knives,759450,枯焦之色,★ StatTrak? Stiletto Knife | Scorched (Field-Tested),1310.8,3,10,5,10,短剑
Knives,42521,虎牙,★ Bowie Knife | Tiger Tooth (Minimal Wear),1649.9,4,8,5,10,鲍伊猎刀
Knives,872033,自动化,★ StatTrak? Falchion Knife | Autotronic (Minimal Wear),1446.7,4,10,5,10,弯刀
Knives,776792,人工染色,★ Paracord Knife | Stained (Factory New),1332.9,5,8,5,10,系绳匕首
Knives,773857,表面淬火,★ Classic Knife | Case Hardened (Well-Worn),1300,2,8,5,10,海豹短刀
Knives,759883,森林DDPAT,★ Talon Knife | Forest DDPAT (Well-Worn),1697,2,8,5,10,锯齿爪刀
Knives,777122,北方森林,★ Nomad Knife | Boreal Forest (Well-Worn),919.9,2,8,5,10,流浪者匕首
Knives,773877,屠夫,★ StatTrak? Classic Knife | Slaughter (Factory New),2787.9,5,10,5,10,海豹短刀
Knives,767489,夜色,★ StatTrak? Stiletto Knife | Night Stripe (Minimal Wear),1619.9,4,10,5,10,短剑
Knives,43382,致命紫罗兰,★ StatTrak? Bowie Knife | Ultraviolet (Minimal Wear),1099.9,4,10,5,10,鲍伊猎刀
Knives,42462,蓝钢,★ Bowie Knife | Blue Steel (Battle-Scarred),995.97,1,8,5,10,鲍伊猎刀
Knives,42702,澄澈之水,★ Flip Knife | Bright Water (Factory New),1536,5,8,5,10,折叠刀
Knives,43402,深红之网,★ StatTrak? Butterfly Knife | Crimson Web (Battle-Scarred),5120,1,10,5,10,蝴蝶刀
Knives,43377,人工染色,★ StatTrak? Bowie Knife | Stained (Field-Tested),1027.9,3,10,5,10,鲍伊猎刀
Knives,759679,森林DDPAT,★ Stiletto Knife | Forest DDPAT (Minimal Wear),1309.5,4,8,5,10,短剑
Knives,43437,致命紫罗兰,★ StatTrak? Butterfly Knife | Ultraviolet (Field-Tested),5580,3,10,5,10,蝴蝶刀
Knives,759519,狩猎网格,★ Talon Knife | Safari Mesh (Minimal Wear),1799,4,8,5,10,锯齿爪刀
Knives,43437,致命紫罗兰,★ StatTrak? Butterfly Knife | Ultraviolet (Field-Tested),5580,3,10,5,10,蝴蝶刀
Knives,42714,深红之网,★ Flip Knife | Crimson Web (Well-Worn),1705,2,8,5,10,折叠刀
Knives,759511,夜色,★ Stiletto Knife | Night Stripe (Field-Tested),1412,3,8,5,10,短剑
Knives,42677,都市伪装,★ Falchion Knife | Urban Masked (Battle-Scarred),650,1,8,5,10,弯刀
Knives,42483,大马士革钢,★ Bowie Knife | Damascus Steel (Field-Tested),907,3,8,5,10,鲍伊猎刀
Knives,44001,多普勒,★ Butterfly Knife | Doppler (Minimal Wear),16900,4,8,5,10,蝴蝶刀
Knives,42800,澄澈之水,★ Gut Knife | Bright Water (Field-Tested),621,3,8,5,10,穿肠刀
Knives,43101,自由之手,★ M9 Bayonet | Freehand (Field-Tested),3824,3,8,5,10,M9 刺刀
Knives,42990,深红之网,★ Karambit | Crimson Web (Field-Tested),5579,3,8,5,10,爪子刀
Knives,773702,渐变之色,★ StatTrak? Classic Knife | Fade (Factory New),4248.5,5,10,5,10,海豹短刀
Knives,42820,渐变之色,★ Gut Knife | Fade (Factory New),1549.99,5,8,5,10,穿肠刀
Knives,776941,都市伪装,★ StatTrak? Nomad Knife | Urban Masked (Minimal Wear),1266,4,10,5,10,流浪者匕首
Knives,43800,大马士革钢,★ StatTrak? M9 Bayonet | Damascus Steel (Field-Tested),4110,3,10,5,10,M9 刺刀
Knives,42666,人工染色,★ Falchion Knife | Stained (Factory New),1200,5,8,5,10,弯刀
Knives,42968,黑色层压板,★ Karambit | Black Laminate (Field-Tested),6077,3,8,5,10,爪子刀
Knives,956686,狩猎网格,★ Kukri Knife | Safari Mesh (Battle-Scarred),1348.9,1,8,5,10,廓尔喀刀
Knives,42509,枯焦之色,★ Bowie Knife | Scorched (Field-Tested),625,3,8,5,10,鲍伊猎刀
Knives,776914,枯焦之色,★ StatTrak? Skeleton Knife | Scorched (Minimal Wear),2022,4,10,5,10,骷髅匕首
Knives,42648,噩梦之夜,★ Falchion Knife | Night (Field-Tested),705,3,8,5,10,弯刀
Knives,42648,噩梦之夜,★ Falchion Knife | Night (Field-Tested),705,3,8,5,10,弯刀
Knives,872008,澄澈之水,★ Shadow Daggers | Bright Water (Factory New),586.5,5,8,5,10,暗影双匕
Knives,42626,表面淬火,★ Falchion Knife | Case Hardened (Well-Worn),1221.5,2,8,5,10,弯刀
Knives,777004,森林DDPAT,★ StatTrak? Survival Knife | Forest DDPAT (Field-Tested),595,3,10,5,10,求生匕首
Knives,773833,人工染色,★ Classic Knife | Stained (Field-Tested),1138.5,3,8,5,10,海豹短刀
Knives,43393,蓝钢,★ StatTrak? Butterfly Knife | Blue Steel (Minimal Wear),7188,4,10,5,10,蝴蝶刀
Knives,42761,屠夫,★ Flip Knife | Slaughter (Field-Tested),2628.48,3,8,5,10,折叠刀
Knives,776261,求生匕首（★）,★ Survival Knife,1210,0,8,5,10,求生匕首
Knives,43079,表面淬火,★ M9 Bayonet | Case Hardened (Field-Tested),4977,3,8,5,10,M9 刺刀
Knives,42702,澄澈之水,★ Flip Knife | Bright Water (Factory New),1528,5,8,5,10,折叠刀
Knives,759780,都市伪装,★ Stiletto Knife | Urban Masked (Battle-Scarred),1229.5,1,8,5,10,短剑
Knives,42919,渐变之色,★ Huntsman Knife | Fade (Factory New),3000,5,8,5,10,猎杀者匕首
Knives,759577,蓝钢,★ Talon Knife | Blue Steel (Battle-Scarred),3110,1,8,5,10,锯齿爪刀
Knives,769645,致命紫罗兰,★ StatTrak? Stiletto Knife | Ultraviolet (Battle-Scarred),1500,1,10,5,10,短剑
Knives,43134,人工染色,★ M9 Bayonet | Stained (Minimal Wear),4140,4,8,5,10,M9 刺刀
Knives,42801,澄澈之水,★ Gut Knife | Bright Water (Minimal Wear),666.6,4,8,5,10,穿肠刀
Knives,42775,都市伪装,★ Flip Knife | Urban Masked (Battle-Scarred),909,1,8,5,10,折叠刀
Knives,776671,系绳匕首（★）,★ Paracord Knife,1169,0,8,5,10,系绳匕首
Knives,43225,致命紫罗兰,★ Shadow Daggers | Ultraviolet (Minimal Wear),885.8,4,8,5,10,暗影双匕
Knives,769540,致命紫罗兰,★ Stiletto Knife | Ultraviolet (Field-Tested),1685.5,3,8,5,10,短剑
Knives,43225,致命紫罗兰,★ Shadow Daggers | Ultraviolet (Minimal Wear),885.8,4,8,5,10,暗影双匕
Knives,769540,致命紫罗兰,★ Stiletto Knife | Ultraviolet (Field-Tested),1685.5,3,8,5,10,短剑
Knives,759736,北方森林,★ Stiletto Knife | Boreal Forest (Battle-Scarred),1154.5,1,8,5,10,短剑
Knives,42963,自动化,★ Karambit | Autotronic (Factory New),13500,5,8,5,10,爪子刀
Knives,42708,表面淬火,★ Flip Knife | Case Hardened (Field-Tested),1625.38,3,8,5,10,折叠刀
Knives,43070,北方森林,★ M9 Bayonet | Boreal Forest (Minimal Wear),3199.5,4,8,5,10,M9 刺刀
Knives,777042,北方森林,★ StatTrak? Nomad Knife | Boreal Forest (Field-Tested),963,3,10,5,10,流浪者匕首
Knives,762747,蓝钢,★ Stiletto Knife | Blue Steel (Factory New),2790,5,8,5,10,短剑
Knives,42404,传说,★ Bayonet | Lore (Battle-Scarred),2455,1,8,5,10,刺刀
Knives,773721,渐变之色,★ Classic Knife | Fade (Factory New),4049,5,8,5,10,海豹短刀
Knives,43052,M9刺刀（★）,★ M9 Bayonet,8408.5,0,8,5,10,M9 刺刀
Knives,872028,自动化,★ StatTrak? Shadow Daggers | Autotronic (Battle-Scarred),712.5,1,10,5,10,暗影双匕
Knives,759383,折刀（★）,★ Navaja Knife,899.5,0,8,5,10,折刀
Knives,42810,深红之网,★ Gut Knife | Crimson Web (Field-Tested),690,3,8,5,10,穿肠刀
Knives,769622,大马士革钢,★ Navaja Knife | Damascus Steel (Well-Worn),598.5,2,8,5,10,折刀
Knives,759804,北方森林,★ Stiletto Knife | Boreal Forest (Field-Tested),1224.5,3,8,5,10,短剑
Knives,773728,屠夫,★ Classic Knife | Slaughter (Factory New),2600,5,8,5,10,海豹短刀
Knives,777132,人工染色,★ Survival Knife | Stained (Factory New),1156.59,5,8,5,10,求生匕首
Knives,769605,大马士革钢,★ Stiletto Knife | Damascus Steel (Factory New),2260,5,8,5,10,短剑
Knives,43020,噩梦之夜,★ Karambit | Night (Field-Tested),4375,3,8,5,10,爪子刀
Knives,773728,屠夫,★ Classic Knife | Slaughter (Factory New),2600,5,8,5,10,海豹短刀
Knives,777132,人工染色,★ Survival Knife | Stained (Factory New),1156.59,5,8,5,10,求生匕首
Knives,769605,大马士革钢,★ Stiletto Knife | Damascus Steel (Factory New),2260,5,8,5,10,短剑
Knives,43020,噩梦之夜,★ Karambit | Night (Field-Tested),4375,3,8,5,10,爪子刀
Knives,43428,枯焦之色,★ StatTrak? Butterfly Knife | Scorched (Minimal Wear),4599,4,10,5,10,蝴蝶刀
Knives,759386,森林DDPAT,★ Navaja Knife | Forest DDPAT (Field-Tested),505.1,3,8,5,10,折刀
Knives,759580,夜色,★ Talon Knife | Night Stripe (Well-Worn),1860,2,8,5,10,锯齿爪刀
Knives,42573,狩猎网格,★ Butterfly Knife | Safari Mesh (Minimal Wear),4198,4,8,5,10,蝴蝶刀
Knives,776821,森林DDPAT,★ Skeleton Knife | Forest DDPAT (Battle-Scarred),1449.49,1,8,5,10,骷髅匕首
Knives,769554,外表生锈,★ StatTrak? Navaja Knife | Rust Coat (Battle-Scarred),599,1,10,5,10,折刀
Knives,777099,深红之网,★ StatTrak? Survival Knife | Crimson Web (Field-Tested),1219.9,3,10,5,10,求生匕首
Knives,777052,狩猎网格,★ StatTrak? Skeleton Knife | Safari Mesh (Field-Tested),1509,3,10,5,10,骷髅匕首
Knives,42680,都市伪装,★ Falchion Knife | Urban Masked (Minimal Wear),730,4,8,5,10,弯刀
Knives,42525,致命紫罗兰,★ Bowie Knife | Ultraviolet (Well-Worn),695,2,8,5,10,鲍伊猎刀
Knives,42698,北方森林,★ Flip Knife | Boreal Forest (Battle-Scarred),918,1,8,5,10,折叠刀
Knives,42433,人工染色,★ Bayonet | Stained (Well-Worn),1715,2,8,5,10,刺刀
Knives,42688,黑色层压板,★ Flip Knife | Black Laminate (Battle-Scarred),1260,1,8,5,10,折叠刀
Knives,43379,虎牙,★ StatTrak? Bowie Knife | Tiger Tooth (Factory New),1765.3,5,10,5,10,鲍伊猎刀
Knives,42441,都市伪装,★ Bayonet | Urban Masked (Battle-Scarred),1300,1,8,5,10,刺刀
Knives,872023,黑色层压板,★ Shadow Daggers | Black Laminate (Factory New),755,5,8,5,10,暗影双匕
Knives,871396,澄澈之水,★ Bowie Knife | Bright Water (Minimal Wear),758,4,8,5,10,鲍伊猎刀
Knives,759323,屠夫,★ Navaja Knife | Slaughter (Minimal Wear),915,4,8,5,10,折刀
Knives,43033,屠夫,★ Karambit | Slaughter (Factory New),9050,5,8,5,10,爪子刀
Knives,42633,大马士革钢,★ Falchion Knife | Damascus Steel (Field-Tested),943.94,3,8,5,10,弯刀
Knives,42353,自动化,★ Bayonet | Autotronic (Minimal Wear),3789.5,4,8,5,10,刺刀
Knives,42535,蓝钢,★ Butterfly Knife | Blue Steel (Well-Worn),6700,2,8,5,10,蝴蝶刀
Knives,42746,噩梦之夜,★ Flip Knife | Night (Minimal Wear),1569,4,8,5,10,折叠刀
Knives,777064,北方森林,★ Skeleton Knife | Boreal Forest (Well-Worn),1537,2,8,5,10,骷髅匕首
Knives,871966,黑色层压板,★ Shadow Daggers | Black Laminate (Minimal Wear),520,4,8,5,10,暗影双匕
Knives,42690,黑色层压板,★ Flip Knife | Black Laminate (Field-Tested),1370,3,8,5,10,折叠刀
Knives,776831,表面淬火,★ Nomad Knife | Case Hardened (Well-Worn),1900,2,8,5,10,流浪者匕首
Knives,759572,渐变之色,★ Stiletto Knife | Fade (Factory New),5648,5,8,5,10,短剑
Knives,43132,人工染色,★ M9 Bayonet | Stained (Factory New),4799,5,8,5,10,M9 刺刀
Knives,43000,渐变之色,★ Karambit | Fade (Factory New),18350,5,8,5,10,爪子刀
Knives,777245,夜色,★ StatTrak? Nomad Knife | Night Stripe (Battle-Scarred),1065,1,10,5,10,流浪者匕首
Knives,42368,北方森林,★ Bayonet | Boreal Forest (Minimal Wear),1566,4,8,5,10,刺刀
Knives,759826,表面淬火,★ Stiletto Knife | Case Hardened (Battle-Scarred),1846.2,1,8,5,10,短剑
Knives,769539,虎牙,★ Stiletto Knife | Tiger Tooth (Minimal Wear),3150,4,8,5,10,短剑
Knives,956546,人工染色,★ Kukri Knife | Stained (Well-Worn),1770,2,8,5,10,weapon_knife_kukri
Knives,42410,渐变大理石,★ Bayonet | Marble Fade (Minimal Wear),4450,4,8,5,10,刺刀
Knives,759583,都市伪装,★ Talon Knife | Urban Masked (Battle-Scarred),1733.39,1,8,5,10,锯齿爪刀
Knives,769632,大马士革钢,★ Ursus Knife | Damascus Steel (Well-Worn),974.5,2,8,5,10,熊刀
Knives,43114,噩梦之夜,★ M9 Bayonet | Night (Field-Tested),3496.5,3,8,5,10,M9 刺刀
Knives,42405,传说,★ Bayonet | Lore (Factory New),5699,5,8,5,10,刺刀
Knives,777151,深红之网,★ StatTrak? Survival Knife | Crimson Web (Battle-Scarred),1230,1,10,5,10,求生匕首
Knives,759567,屠夫,★ Navaja Knife | Slaughter (Field-Tested),920,3,8,5,10,折刀
